Id,cooling,model,torque,bore_stroke,transmission,dry_weight,frame,fuel_control,lubrication,engine,rear_suspension,total_length,starter,displacement,rear_brakes,compression,ignition,total_width,valves_per_cylinder,front_suspension,fuel_capacity,total_height,rear_tire,make,gearbox,emission,fuel_consumption,type,top_speed,total_weight,ground_clearance,wheelbase,clutch,fuel_system,year,rear_wheel_travel,front_brakes,front_tire,seat_height,power,front_wheel_travel
29,Liquid,Ninja 1000SX Tourer,111.0 Nm (11.3 kgf-m or 81.9 ft.lbs) @ 8000 RPM,77.0 x 56.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Twin-tube, aluminium",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump","In-line four, four-stroke","Horizontal Back-link, gas-charged rear shock with rebound damping and spring preload adjustability",2101 mm (82.7 inches),Electric,1043.0 ccm (63.64 cubic inches),Single disc. ABS. Single-piston caliper. ,11.8:1,TCBI with digital advance,826 mm (32.5 inches),4,ø41 mm inverted fork with compression and rebound damping and spring preload adjustability,17.00 litres (4.49 US gallons),1191 mm (46.9 inches),190/50-ZR17 ,Kawasaki,6-speed,134.6 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.80 litres/100 km (17.2 km/l or 40.56 mpg),Sport,,235.0 kg (518.1 pounds),135 mm (5.3 inches),1440 mm (56.7 inches),Assist and slipper clutch,Injection. Ø38 mm,2022,145 mm (5.7 inches),Double disc. ABS. Four-piston calipers. Radially mounted. ,120/70-ZR17 ,"835 mm (32.9 inches) If adjustable, lowest setting.",142.0 HP (103.6  kW)) @ 10000 RPM,119 mm (4.7 inches)
30,Liquid,Ninja 125,11.7 Nm (1.2 kgf-m or 8.6 ft.lbs) @ 7700 RPM,58.0 x 47.2 mm (2.3 x 1.9 inches),Chain   (final drive),,"Tubular diamond, steel",Double Overhead Cams/Twin Cam (DOHC),,"Single cylinder, four-stroke","Uni-Trak, gas-charged shock with adjustable preload",1935 mm (76.2 inches),Electric,125.0 ccm (7.63 cubic inches),Single disc. ABS,11.7:1,Digital,685 mm (27.0 inches),4,37 mm telescopic fork,11.00 litres (2.91 US gallons),1075 mm (42.3 inches),130/70-17 ,Kawasaki,6-speed,,,Sport,,149.0 kg (328.5 pounds),170 mm (6.7 inches),1330 mm (52.4 inches),Multi plate wet,Injection. 28 mm,2022,120 mm (4.7 inches),Double disc. ABS,100/80-17 ,"785 mm (30.9 inches) If adjustable, lowest setting.",15.0 HP (10.9  kW)) @ 10000 RPM,110 mm (4.3 inches)
31,Liquid,Ninja 300,26.1 Nm (2.7 kgf-m or 19.3 ft.lbs) @ 10000 RPM,62.0 x 49.0 mm (2.4 x 1.9 inches),Chain   (final drive),,"Tubular diamond, steel",Double Overhead Cams/Twin Cam (DOHC),Forced lubrication wet sump,"Twin, four-stroke",Bottom-Link Uni-Trak with gas-charged shock and 5-way adjustable pre-load,2014 mm (79.3 inches),Electric,296.0 ccm (18.06 cubic inches),Single disc. Hydraulic. Two-piston calipers.,10.6:1,Digital  ,715 mm (28.1 inches),4,37mm hydraulic telescopic fork ,17.03 litres (4.50 US gallons),1110 mm (43.7 inches),140/70-17 ,Kawasaki,6-speed,,,Sport,,179.0 kg (394.6 pounds),,1405 mm (55.3 inches),Assist  and  Slipper,"Injection. 32 mm x 2, with dual throttle valves",2022,132 mm (5.2 inches),Single disc. Hydraulic. Two-piston calipers. ,110/70-17 ,"785 mm (30.9 inches) If adjustable, lowest setting.",39.0 HP (28.5  kW)) @ 11000 RPM,119 mm (4.7 inches)
32,Liquid,Ninja 400 ,,70.0 x 51.8 mm (2.8 x 2.0 inches),Chain   (final drive),167.0 kg (368.2 pounds),"Trellis, high-tensile steel",Double Overhead Cams/Twin Cam (DOHC),,"Twin, four-stroke",Horizontal back-link with adjustable spring preload ,1989 mm (78.3 inches),Electric,399.0 ccm (24.35 cubic inches),Single disc. Single petal-type disc with single-piston caliper. Optional ABS.,11.5:1,TCBI w/digital advance,711 mm (28.0 inches),,41mm hydraulic telescopic fork,3.70 litres (0.98 US gallons),1120 mm (44.1 inches),150/70-17 ,Kawasaki,6-speed,,,Sport,,,140 mm (5.5 inches),1369 mm (53.9 inches),Assist  and  Slipper Clutch,Injection. DFI® with dual 32mm throttle bodies,2022,130 mm (5.1 inches),Single disc. Single  petal-type disc with 2-piston calipers. Optional ABS.,110/70-17 ,"785 mm (30.9 inches) If adjustable, lowest setting.",,119 mm (4.7 inches)
33,Liquid,Ninja 400 KRT Edition,,70.0 x 51.8 mm (2.8 x 2.0 inches),Chain   (final drive),166.0 kg (366.0 pounds),"Trellis, high-tensile steel",Double Overhead Cams/Twin Cam (DOHC),,"Twin, four-stroke",Horizontal back-link with adjustable spring preload ,1989 mm (78.3 inches),Electric,399.0 ccm (24.35 cubic inches),Single disc. Single petal-type disc with single-piston caliper. ABS.,11.5:1,TCBI w/digital advance,711 mm (28.0 inches),,41mm hydraulic telescopic fork,3.70 litres (0.98 US gallons),1120 mm (44.1 inches),150/70-17 ,Kawasaki,6-speed,,,Sport,,,140 mm (5.5 inches),1369 mm (53.9 inches),Assist  and  Slipper Clutch,Injection. DFI® with dual 32mm throttle bodies,2022,130 mm (5.1 inches),Single disc. Single  petal-type disc with 2-piston calipers. ABS.,110/70-17 ,"785 mm (30.9 inches) If adjustable, lowest setting.",,119 mm (4.7 inches)
34,Liquid,Ninja 650 KRT Edition,56.0 Nm (5.7 kgf-m or 41.3 ft.lbs) @ 4000 RPM,83.0 x 60.0 mm (3.3 x 2.4 inches),Chain   (final drive),,"Trellis, high-tensile steel",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, semi-dry sump","Twin, four-stroke",Horizontal back-link with adjustable spring preload,2055 mm (80.9 inches),Electric,649.0 ccm (39.60 cubic inches),Single disc. Petal disc and single piston caliper. Optional ABS.                               ,10.8:1,TCBI with digital advance,739 mm (29.1 inches),4,41mm hydraulic telescopic fork,15.14 litres (4.00 US gallons),1146 mm (45.1 inches),160/60-17 ,Kawasaki,6-speed,,,Sport,,192.1 kg (423.4 pounds),130 mm (5.1 inches),1410 mm (55.5 inches),Assist  and  Slipper Clutch,Injection. DFI® with dual 36mm Keihin throttle bodies,2022,130 mm (5.1 inches),Double disc. Petal discs and two-piston calipers. Optional ABS.                                  ,120/70-17 ,"790 mm (31.1 inches) If adjustable, lowest setting.",52.3 HP (38.2  kW)) @ 8000 RPM,124 mm (4.9 inches)
35,Liquid,Ninja 650 Performance,64.0 Nm (6.5 kgf-m or 47.2 ft.lbs) @ 6700 RPM,83.0 x 60.0 mm (3.3 x 2.4 inches),Chain   (final drive),,"Trellis, high-tensile steel",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, semi-dry sump","Twin, four-stroke",Horizontal Back-link with adjustable preload,2055 mm (80.9 inches),Electric,649.0 ccm (39.60 cubic inches),Single disc. ABS. Single-piston caliper.  Petal-type disc.,10.8:1,,740 mm (29.1 inches),8,41mm hydraulic telescopic fork ,17.03 litres (4.50 US gallons),1145 mm (45.1 inches),160/60-ZR17 ,Kawasaki,6-speed,104.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.50 litres/100 km (22.2 km/l or 52.27 mpg),Sport,,193.0 kg (425.5 pounds),130 mm (5.1 inches),1410 mm (55.5 inches),"Wet multi-disc, Assist  and  Slipper",Injection. 36 mm x 2 with dual throttle valves,2022,130 mm (5.1 inches),Double disc. ABS. Two-piston calipers. Petal-type disc.,120/70-ZR17 ,"790 mm (31.1 inches) If adjustable, lowest setting.",67.3 HP (49.1  kW)) @ 8000 RPM,124 mm (4.9 inches)
36,Liquid,Ninja 650 Tourer,64.0 Nm (6.5 kgf-m or 47.2 ft.lbs) @ 6700 RPM,83.0 x 60.0 mm (3.3 x 2.4 inches),Chain   (final drive),,"Trellis, high-tensile steel",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, semi-dry sump","Twin, four-stroke",Horizontal Back-link with adjustable preload,2055 mm (80.9 inches),Electric,649.0 ccm (39.60 cubic inches),Single disc. ABS. Single-piston caliper.  Petal-type disc.,10.8:1,,740 mm (29.1 inches),8,41mm hydraulic telescopic fork ,17.03 litres (4.50 US gallons),1145 mm (45.1 inches),160/60-ZR17 ,Kawasaki,6-speed,104.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.50 litres/100 km (22.2 km/l or 52.27 mpg),Sport touring,,193.0 kg (425.5 pounds),130 mm (5.1 inches),1410 mm (55.5 inches),"Wet multi-disc, Assist  and  Slipper",Injection. 36 mm x 2 with dual throttle valves,2022,130 mm (5.1 inches),Double disc. ABS. Two-piston calipers. Petal-type disc.,120/70-ZR17 ,"790 mm (31.1 inches) If adjustable, lowest setting.",67.3 HP (49.1  kW)) @ 8000 RPM,124 mm (4.9 inches)
37,Liquid,Ninja 650 Urban,64.0 Nm (6.5 kgf-m or 47.2 ft.lbs) @ 6700 RPM,83.0 x 60.0 mm (3.3 x 2.4 inches),Chain   (final drive),,"Trellis, high-tensile steel",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, semi-dry sump","Twin, four-stroke",Horizontal Back-link with adjustable preload,2055 mm (80.9 inches),Electric,649.0 ccm (39.60 cubic inches),Single disc. ABS. Single-piston caliper.  Petal-type disc.,10.8:1,,740 mm (29.1 inches),8,41mm hydraulic telescopic fork ,15.00 litres (3.96 US gallons),1145 mm (45.1 inches),160/60-ZR17 ,Kawasaki,6-speed,104.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.50 litres/100 km (22.2 km/l or 52.27 mpg),Sport touring,,193.0 kg (425.5 pounds),130 mm (5.1 inches),1410 mm (55.5 inches),"Wet multi-disc, Assist  and  Slipper",Injection. 36 mm x 2 with dual throttle valves,2022,130 mm (5.1 inches),Double disc. ABS. Two-piston calipers. Petal-type disc.,120/70-ZR17 ,"790 mm (31.1 inches) If adjustable, lowest setting.",67.3 HP (49.1  kW)) @ 8000 RPM,124 mm (4.9 inches)
38,Liquid,Ninja H2,141.7 Nm (14.4 kgf-m or 104.5 ft.lbs) @ 11000 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with swingarm mounting plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni-Trak, Öhlins TTX36 gas-charged shock with piggyback reservoir, compression damping, rebound damping, preload adjustability and top-out spring",2085 mm (82.1 inches),Electric,998.0 ccm (60.90 cubic inches),"Single disc. Opposed 2-piston calipers, single disc. ABS.",8.5:1,Digital,770 mm (30.3 inches),4,"43 mm inverted fork with rebound and compression damping, spring preload adjustability and top-out springs",17.00 litres (4.49 US gallons),1125 mm (44.3 inches),200/55-ZR17 ,Kawasaki,6-speed,197.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,8.53 litres/100 km (11.7 km/l or 27.58 mpg),Sport,,238.1 kg (524.8 pounds),130 mm (5.1 inches),1455 mm (57.3 inches),"Wet multi-disc, manual",Injection. DFI® with 50mm throttle bodies (4) with dual injection,2022,135 mm (5.3 inches),"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating disc. ABS.",120/70-ZR17 ,"825 mm (32.5 inches) If adjustable, lowest setting.",228.0 HP (166.4  kW)) @ 11500 RPM,119 mm (4.7 inches)
39,Liquid,Ninja H2 Carbon,142.2 Nm (14.5 kgf-m or 104.9 ft.lbs) @ 11000 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with swingarm mounting plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni-Trak, Öhlins TTX36 gas-charged shock with piggyback reservoir, compression damping, rebound damping, preload adjustability and top-out spring",2085 mm (82.1 inches),Electric,998.0 ccm (60.90 cubic inches),"Single disc. Opposed 2-piston calipers, single disc. ABS.",8.5:1,Digital,770 mm (30.3 inches),4,"43 mm inverted fork with rebound and compression damping, spring preload adjustability and top-out springs",17.00 litres (4.49 US gallons),1125 mm (44.3 inches),200/55-ZR17 ,Kawasaki,6-speed,197.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,8.53 litres/100 km (11.7 km/l or 27.58 mpg),Sport,,237.7 kg (524.0 pounds),130 mm (5.1 inches),1455 mm (57.3 inches),"Wet multi-disc, manual",Injection. DFI® with 50mm throttle bodies (4) with dual injection,2022,135 mm (5.3 inches),"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating disc. ABS.",120/70-ZR17 ,"825 mm (32.5 inches) If adjustable, lowest setting.",228.0 HP (166.4  kW)) @ 11500 RPM,119 mm (4.7 inches)
40,Liquid,Ninja H2 SX,141.7 Nm (14.4 kgf-m or 104.5 ft.lbs) @ 11000 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with Swingarm Mounting Plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","New Uni-Trak®, BFRC gas charged shock with piggyback reservoir, KECS-controlled compression and rebound damping electronically-adjustable spring preload",2136 mm (84.1 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. ABS.,8.5:1,Digital,770 mm (30.3 inches),4,"43mm inverted fork with KECS-controlled rebound and compression damping, manual spring preload adjustability and top-out springs",17.00 litres (4.49 US gallons),1125 mm (44.3 inches),190/55-ZR17 ,Kawasaki,6-speed,197.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,8.53 litres/100 km (11.7 km/l or 27.58 mpg),Sport touring,,261.7 kg (577.0 pounds),130 mm (5.1 inches),1481 mm (58.3 inches),"Wet multi-disc, manual",Injection. DFI® with 40mm throttle bodies (4) with dual injection,2022,140 mm (5.5 inches),Double disc. Floating discs. ABS.,120/70-ZR17 ,"836 mm (32.9 inches) If adjustable, lowest setting.",228.0 HP (166.4  kW)) @ 11500 RPM,119 mm (4.7 inches)
41,Liquid,Ninja H2 SX SE,137.0 Nm (14.0 kgf-m or 101.0 ft.lbs),76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with Swingarm Mounting Plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni-Trak®, BFRC gas charged shock with piggyback reservoir, KECS-controlled compression and rebound damping electronically-adjustable spring preload",2174 mm (85.6 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. 2-piston. ABS.,11.2:1,Digital,775 mm (30.5 inches),4,"43mm inverted fork with KECS-controlled rebound and compression damping, manual spring preload adjustability and top-out springs/",19.00 litres (5.02 US gallons),1205 mm (47.4 inches),190/55-ZR17 ,Kawasaki,6-speed,139.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.99 litres/100 km (16.7 km/l or 39.27 mpg),Sport touring,,268.0 kg (590.9 pounds),130 mm (5.1 inches),1481 mm (58.3 inches),"Wet multi-disc, manual",Injection. DFI® with 40mm throttle bodies (4) with dual injection. Kawasaki Supercharger.,2022,140 mm (5.5 inches),Double disc. Floating discs. 4-piston. ABS.,120/70-ZR17 ,"835 mm (32.9 inches) If adjustable, lowest setting.",197.0 HP (143.8  kW)),119 mm (4.7 inches)
42,Liquid,Ninja H2 SX SE Tourer,137.3 Nm (14.0 kgf-m or 101.3 ft.lbs) @ 8500 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with Swingarm Mounting Plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni-Trak®, BFRC gas charged shock with piggyback reservoir, KECS-controlled compression and rebound damping electronically-adjustable spring preload",2174 mm (85.6 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. 2-piston. ABS.,11.2:1,Digital,775 mm (30.5 inches),4,"43mm inverted fork with KECS-controlled rebound and compression damping, manual spring preload adjustability and top-out springs/",19.00 litres (5.02 US gallons),1205 mm (47.4 inches),190/55-ZR17 ,Kawasaki,6-speed,125.3 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.40 litres/100 km (18.5 km/l or 43.56 mpg),Sport touring,,267.0 kg (588.6 pounds),130 mm (5.1 inches),1481 mm (58.3 inches),"Wet multi-disc, manual",Injection. DFI® with 40mm throttle bodies (4) with dual injection. Kawasaki Supercharger.,2022,140 mm (5.5 inches),Double disc. Floating discs. 4-piston. ABS.,120/70-ZR17 ,"835 mm (32.9 inches) If adjustable, lowest setting.",200.0 HP (146.0  kW)) @ 11000 RPM,119 mm (4.7 inches)
43,Liquid,Ninja H2 SX Tourer,137.3 Nm (14.0 kgf-m or 101.3 ft.lbs) @ 8500 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with Swingarm Mounting Plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni Trak, BFRC lite gas-charged shock with piggyback reservoir, KECS-controlled compression and rebound damping, and electronically adjustable spring preload",2175 mm (85.6 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. ABS.,8.5:1,Digital,790 mm (31.1 inches),4,"43mm inverted fork with KECS-controlled rebound and compression damping, manual spring preload adjustability and top-out springs",19.00 litres (5.02 US gallons),1260 mm (49.6 inches),190/55-ZR17 ,Kawasaki,6-speed,125.3 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.40 litres/100 km (18.5 km/l or 43.56 mpg),Sport touring,,267.0 kg (588.6 pounds),130 mm (5.1 inches),1481 mm (58.3 inches),"Wet multi-disc, manual",Injection. DFI® with 40mm throttle bodies (4) with dual injection,2022,140 mm (5.5 inches),Double disc. Floating discs. ABS.,120/70-ZR17 ,"835 mm (32.9 inches) If adjustable, lowest setting.",200.0 HP (146.0  kW)) @ 11000 RPM,119 mm (4.7 inches)
44,Liquid,Ninja H2R,164.8 Nm (16.8 kgf-m or 121.5 ft.lbs) @ 12500 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with swingarm mounting plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni-Trak, Öhlins TTX36 gas-charged shock with piggyback reservoir, compression damping, rebound damping, preload adjustability and top-out spring",2070 mm (81.5 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. Opposed 2-piston calipers. ABS.,8.3:1,Digital,851 mm (33.5 inches),4,"43 mm inverted fork with rebound and compression damping, spring preload adjustability and top-out springs",17.00 litres (4.49 US gallons),1161 mm (45.7 inches),190/65-ZR17 ,Kawasaki,6-speed,,,Sport,,215.9 kg (476.0 pounds),130 mm (5.1 inches),1450 mm (57.1 inches),"Wet multi-disc, manual",Injection. DFI® with 50mm throttle bodies (4) with dual injection ; Kawasaki Supercharger,2022,135 mm (5.3 inches),"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating discs. ABS.",120/60-ZR17 ,"831 mm (32.7 inches) If adjustable, lowest setting.",,119 mm (4.7 inches)
45,Liquid,Ninja Z H2,137.0 Nm (14.0 kgf-m or 101.1 ft.lbs) @ 8500 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,"Trellis, high-tensile steel with Swingarm Mounting Plate",Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke","Uni-Trak®, Showa Gas-Charged Shock with Adjustable Rebound Damping",2085 mm (82.1 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. ABS.,11.2:1,TCBI w/ Digital Advance,810 mm (31.9 inches),4,"Showa SFF-BP Fork with Adjustable Compression and Rebound Damping, 20 Turns Spring Preload Adjustability",19.00 litres (5.02 US gallons),1130 mm (44.5 inches),190/55-ZR17 ,Kawasaki,6-speed,,,Sport,,240.0 kg (529.2 pounds),140 mm (5.5 inches),1455 mm (57.3 inches),"Wet multi-disc, Assist  and  Slipper","Injection. DFI, 40mm Throttle Bodies",2022,135 mm (5.3 inches),Double disc. Brembo. ABS.,120/70-ZR17 ,"831 mm (32.7 inches) If adjustable, lowest setting.",197.1 HP (143.9  kW)) @ 11000 RPM,119 mm (4.7 inches)
46,Liquid,Ninja ZX-10R,114.9 Nm (11.7 kgf-m or 84.8 ft.lbs) @ 11400 RPM,76.0 x 55.0 mm (3.0 x 2.2 inches),Chain   (final drive),,Aluminum perimeter,Double Overhead Cams/Twin Cam (DOHC),"Forced lubrication, wet sump with oil cooler","In-line four, four-stroke",Horizontal Back-link with gas-charged shock and top-out spring. Compression damping,2085 mm (82.1 inches),Electric,998.0 ccm (60.90 cubic inches),Single disc. Optional ABS.,13.0:1,TCBI with digital advance and Sport-Kawasaki Traction Control (S-KTRC),750 mm (29.5 inches),4,"43mm inverted Balance Free Fork, adjustable stepless rebound and compression damping, spring preload adjustability",17.00 litres (4.49 US gallons),1185 mm (46.7 inches),190/55-ZR17 ,Kawasaki,6-speed,136.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.90 litres/100 km (16.9 km/l or 39.87 mpg),Sport,,207.0 kg (456.4 pounds),135 mm (5.3 inches),1450 mm (57.1 inches),"Wet multi-disc, manual","Injection. DFI® with 47mm Mikuni throttle bodies (4) with oval sub-throttles, two injectors per cylinder",2022,114 mm (4.5 inches),Double disc. Floating discs. Optional ABS.,120/70-ZR17 ,"835 mm (32.9 inches) If adjustable, lowest setting.",203.0 HP (148.2  kW)) @ 13200 RPM,119 mm (4.7 inches)
